country,points,price,province,region_1,region_2,variety,winery
Israel,88,38,Ella Valley,,,Syrah-Merlot,Yaffo
France,88,16,France Other,Corse,,Rosé,Domaine Vico
France,88,16,France Other,Corse,,Vermentino,Domaine Vico
Argentina,88,16,Mendoza Province,Mendoza,,Malbec,Durigutti
US,88,26,California,Mendocino County,,Red Blend,Edmeades
Argentina,88,28,Mendoza Province,Mendoza,,Bonarda,El Enemigo
US,88,11,Washington,Columbia Valley (WA),Columbia Valley,Rosé,Anew
US,88,38,California,Paso Robles,Central Coast,Syrah,Anglim
Chile,88,19,Colchagua Valley,,,Cabernet Sauvignon,Aresti
France,88,25,Burgundy,Crémant de Bourgogne,,Sparkling Blend,Bailly-Lapierre
US,88,16,California,California,California Other,Red Blend,Two Horns
Bulgaria,88,9,Thracian Valley,,,Pinot Grigio,Vini
US,88,16,Washington,Yakima Valley,Columbia Valley,Pinot Grigio,Wind Rose
Germany,85,12,Rheinhessen,,,Dornfelder,Leonard Kreusch
France,85,18,Burgundy,Mâcon-Villages,,Chardonnay,Louis Max
Argentina,85,11,Mendoza Province,Mendoza,,Malbec,Öko
US,85,19,California,California,California Other,Chardonnay,One Hope
Portugal,84,9,Alentejano,,,Portuguese White,J. Portugal Ramos
Portugal,84,14,Alentejano,,,Portuguese Red,Adega Mayor
Portugal,84,,Lisboa,,,Portuguese White,Casa Santos Lima
France,84,25,Burgundy,Mâcon-Lugny,,Chardonnay,Cave de Lugny
France,84,25,Burgundy,Viré-Clessé,,Chardonnay,Chanson Père et Fils
US,84,17,California,Edna Valley,Central Coast,Pinot Noir,Compilation
US,84,13,Oregon,Oregon,Oregon Other,Muscat,Cuckoo's Nest
France,84,30,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Paquet et Fils
US,84,35,Virginia,Virginia,,Cabernet Franc,Doukénie
Argentina,84,17,Mendoza Province,Luján de Cuyo,,Malbec,Piattelli
US,84,40,Virginia,Middleburg,,Red Blend,Tarara
Portugal,84,13,Palmela,,,Castelão,Wines & Winemakers
US,84,23,California,Sonoma County,Sonoma,Zinfandel,ZinPhomaniac
Portugal,84,11,Península de Setúbal,,,Portuguese White,Cooperativa Agricola de Santo Isidro de Pegoes
Portugal,84,12,Alentejano,,,Portuguese White,Cortes de Cima
Portugal,84,,Douro,,,Portuguese White,Dão Sul
Portugal,84,8,Lisboa,,,Portuguese White,DFJ Vinhos
France,84,15,Languedoc-Roussillon,Côtes Catalanes,,Rosé,Domaine Cazes
France,84,25,Burgundy,Mâcon-Villages,,Chardonnay,Domaine Saumaize-Michelin
Portugal,84,,Alentejano,,,Portuguese White,Dona Maria-Júlio Bastos
Portugal,84,,Alentejano,,,Rosé,Dona Maria-Júlio Bastos
France,84,22,Burgundy,Mâcon-Villages,,Chardonnay,Georges Duboeuf
Portugal,84,7,Tejo,,,Rosé,Adega Cooperativa do Cartaxo
US,84,28,California,Alexander Valley,Sonoma,Pinot Noir,Alexander Valley Vineyards
Portugal,84,8,Vinho Verde,,,Portuguese White,Aveleda
Greece,89,36,Santorini,,,Assyrtiko,Gaia Wines
Spain,89,20,Northern Spain,Rioja,,Garnacha,Baron De Ley
Greece,89,20,Santorini,,,Assyrtico,Greek Wine Cellars
US,89,24,Oregon,Rogue Valley,Southern Oregon,Syrah,Grizzly Peak
US,89,59,California,Marin County,North Coast,Pinot Noir,Hibou
US,89,22,California,Central Coast,Central Coast,Chardonnay,Kendall-Jackson
Chile,89,24,Casablanca Valley,,,Chardonnay,Kingston Family
Germany,89,22,Mosel,,,Riesling,Kirsten
Chile,89,17,Casablanca Valley,,,Sauvignon Blanc,Lomas del Valle
US,89,30,California,Santa Ynez Valley,Central Coast,Red Blend,McKinney
US,89,25,California,Livermore Valley,Central Coast,Sauvignon Blanc,Occasio
US,89,45,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Raptor Ridge
US,89,30,California,Amador County,Sierra Foothills,Barbera,Renwood
US,89,40,Oregon,Applegate Valley,Southern Oregon,Cabernet Sauvignon,Schmidt
US,89,60,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Schug
Italy,89,,Sicily & Sardinia,Sicilia,,Grillo,Baglio di Pianetto
US,89,28,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Boedecker Cellars
Italy,89,,Sicily & Sardinia,Sicilia,,Grillo,Cantine Rallo
Chile,89,24,Colchagua Valley,,,Sauvignon Blanc,Casa Silva
France,89,70,Burgundy,Gevrey-Chambertin,,Pinot Noir,Chanson Père et Fils
France,89,10,Bordeaux,Bordeaux Rosé,,Rosé,Château Fonfroide
Italy,89,88,Southern Italy,Fiano di Avellino,,Fiano,Di Meo
Italy,89,27,Southern Italy,Greco di Tufo,,Greco,Di Meo
France,89,17,Alsace,Alsace,,Sylvaner,Domaine Charles Baur
France,89,38,Alsace,Alsace,,Pinot Noir,Domaine Charles Frey
France,89,30,Alsace,Alsace,,Pinot Noir,Domaine Saint-Rémy
US,89,10,California,Amador County,Sierra Foothills,Barbera,Montevina
Italy,89,49,Sicily & Sardinia,Cannonau di Sardegna,,Cannonau,Tenute Soletta
Italy,89,28,Sicily & Sardinia,Etna,,Carricante,Tornatore
Italy,89,19,Southern Italy,Greco di Tufo,,Greco,Villa Matilde
France,94,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Palmer
Italy,94,75,Piedmont,Barbaresco,,Nebbiolo,Moccagatta
US,94,55,Washington,Yakima Valley,Columbia Valley,Syrah,Betz Family
US,94,40,California,Dry Creek Valley,Sonoma,Zinfandel,Gary Farrell
Austria,94,60,Kamptal,,,Riesling,Loimer
US,94,70,California,Anderson Valley,,Sparkling Blend,Roederer Estate
US,94,110,California,St. Helena,Napa,Cabernet Sauvignon,Salvestrin
US,94,98,California,St. Helena,Napa,Cabernet Sauvignon,Corison
US,94,110,California,Napa Valley,Napa,Bordeaux-style Red Blend,Signorello
France,94,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Vieux Château Mazerat
US,94,75,California,Alexander Valley,Sonoma,Bordeaux-style Red Blend,Legacy
US,94,135,California,Napa Valley,Napa,Bordeaux-style Red Blend,Merryvale
France,94,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château la Tour Blanche
France,94,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Trotanoy
Italy,94,64,Piedmont,Barbaresco,,Nebbiolo,Sottimano
US,94,70,California,Sonoma Coast,Sonoma,Pinot Noir,J Vineyards & Winery
US,94,60,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,94,55,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
US,94,50,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
US,94,32,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
France,93,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Giscours
Italy,93,60,Piedmont,Barbaresco,,Nebbiolo,Moccagatta
US,93,100,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,B.R. Cohn
US,91,35,Washington,Horse Heaven Hills,Columbia Valley,Merlot,Swiftwater Cellars
US,91,55,California,Yountville,Napa,Chardonnay,Tamber Bey
Italy,91,40,Tuscany,Chianti Classico,,Red Blend,Tenuta di Lilliano
US,91,65,California,Sonoma Coast,Sonoma,Pinot Noir,Three Sticks
Canada,91,36,British Columbia,Okanagan Valley,,Bordeaux-style Red Blend,Township 7
US,91,39,California,Sonoma Coast,Sonoma,Pinot Noir,Waxwing
US,91,36,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Trust
Italy,91,18,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Antico Colle
US,91,32,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Armstrong Family
US,91,22,California,Russian River Valley,Sonoma,Sauvignon Blanc,Bodkin
US,91,60,California,Sta. Rita Hills,Central Coast,Chardonnay,Brewer-Clifton
US,91,32,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Flying Dreams
France,91,,Burgundy,Chablis,,Chardonnay,Jean-Marc Brocard
US,91,30,California,Arroyo Seco,Central Coast,Chardonnay,Joullian
France,91,23,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Mas de Cadenet
New Zealand,91,,Nelson,,,Pinot Noir,Neudorf
US,90,40,California,Russian River Valley,Sonoma,Pinot Noir,J Vineyards & Winery
US,90,30,California,Santa Barbara County,Central Coast,Viognier,Jaffurs
France,90,70,Burgundy,Puligny-Montrachet,,Chardonnay,Joseph Drouhin
US,90,16,New York,Finger Lakes,Finger Lakes,Rosé,Kelby James Russell
US,90,28,Washington,Columbia Valley (WA),Columbia Valley,Merlot,L'Ecole No. 41
Italy,90,55,Tuscany,Chianti Classico,,Red Blend,Luiano
US,90,49,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,90,38,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Margerum
Italy,90,35,Tuscany,Toscana,,Cabernet Sauvignon,Carpineto
Argentina,90,35,Mendoza Province,Uco Valley,,Malbec,Altocedro
South Africa,90,35,Coastal Region,,,Pinotage,Bellingham
US,90,30,New York,Finger Lakes,Finger Lakes,Cabernet Franc-Merlot,Bloomer Creek
US,90,60,New York,Finger Lakes,Finger Lakes,Riesling,Bloomer Creek
US,90,19,California,Russian River Valley,Sonoma,Zinfandel,Bodkin
US,86,28,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Patit Creek Cellars
US,86,12,California,California,California Other,Pinot Noir,Pennywise
Italy,86,18,Piedmont,Barbera d'Alba,,Barbera,Ponchione Maurizio
New Zealand,86,14,Marlborough,,,Sauvignon Blanc,Sherwood Estate
New Zealand,86,30,Marlborough,,,Sauvignon Blanc,Staete Landt
Italy,86,,Piedmont,Dolcetto di Monferrato,,Dolcetto,Terre d'Aleramo
US,86,30,California,Amador County,Sierra Foothills,Red Blend,IL Gioiello
US,86,150,California,Napa Valley,Napa,Cabernet Sauvignon,Janzen
France,86,16,Provence,Côtes de Provence,,Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
Italy,86,,Piedmont,Barbera d'Asti,,Barbera,Ca' dei Mandorli
Italy,86,16,Piedmont,Barbera d'Asti,,Barbera,Coppo
Italy,86,,Piedmont,Barbera d'Asti,,Barbera,Dogliotti 1870
Italy,86,11,Veneto,Prosecco,,Glera,Gancia
Chile,86,25,Cachapoal Valley,,,Red Blend,Viña La Rosa
Italy,86,15,Piedmont,Barbera d'Alba,,Barbera,Pertinace
Australia,86,20,South Australia,Clare Valley,,Riesling,Petaluma
Italy,86,13,Piedmont,Barbera d'Asti,,Barbera,Pico Maccario
US,86,20,Washington,Walla Walla Valley (WA),Columbia Valley,Sangiovese,Righteous
New Zealand,86,19,Marlborough,,,Sauvignon Blanc,Saint Clair
France,92,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Rouget
France,92,23,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Sérilhan
France,92,,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Clos l'Eglise
Portugal,92,50,Port,,,Port,Cockburn's
US,92,50,California,Sonoma Coast,Sonoma,Pinot Noir,Davies
France,92,113,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,Domaine du Pegau
Italy,92,38,Southern Italy,Taurasi,,Aglianico,Feudi di San Gregorio
US,92,37,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Flying Trout
US,92,45,California,Russian River Valley,Sonoma,Chardonnay,Gary Farrell
US,92,20,Washington,Columbia Valley (WA),Columbia Valley,Zinfandel,Angel Vine
US,92,44,California,Sonoma Mountain,Sonoma,Pinot Noir,Bailiwick
US,92,70,California,Mount Veeder,Napa,Cabernet Sauvignon,Trinchero
France,92,41,Rhône Valley,Châteauneuf-du-Pape,,G-S-M,Vignerons de Caractère
US,92,36,California,Calaveras County,Sierra Foothills,Zinfandel,Newsome-Harlow
Germany,92,54,Rheingau,,,Riesling,Robert Weil
France,92,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Hourtin-Ducasse
France,92,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château la Bienfaisance
France,92,,Bordeaux,Margaux,,Bordeaux-style Red Blend,Château Lascombes
France,92,,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Paloumey
US,92,65,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Dry Creek Vineyard
Italy,92,,Southern Italy,Campania,,Red Blend,Feudi di San Gregorio
Italy,92,33,Southern Italy,Irpinia,,White Blend,Feudi di San Gregorio
Australia,92,65,South Australia,McLaren Vale,,Rhône-style Red Blend,D'Arenberg
Italy,92,120,Southern Italy,Irpinia,,Aglianico,Di Meo
Argentina,92,25,Mendoza Province,Mendoza,,Red Blend,Septima
US,92,40,California,Paso Robles,Central Coast,Rhône-style White Blend,Tablas Creek
Germany,92,97,Mosel,,,Riesling,Maximin Grünhäuser
Italy,92,80,Southern Italy,Campania,,Red Blend,Montevetrano
US,92,75,California,Howell Mountain,Napa,Cabernet Sauvignon,Aiken
Italy,92,42,Southern Italy,Aglianico del Vulture,,Aglianico,Basilisco
US,89,35,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Robert Ramsay
US,89,28,California,Temecula Valley,South Coast,Syrah,Robert Renzoni
France,89,19,Burgundy,Crémant de Bourgogne,,Pinot Noir,Simonnet-Febvre
US,89,32,California,El Dorado,Sierra Foothills,Rhône-style Red Blend,Skinner
US,89,28,California,Santa Cruz Mountains,Central Coast,Chardonnay,Soquel Vineyards
Germany,89,12,Pfalz,,,Pinot Grigio,Starling Castle
Italy,89,40,Southern Italy,Taurasi,,Aglianico,Tenuta Cavalier Pepe
US,89,32,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Two Vintners
France,89,19,Burgundy,Saint-Véran,,Chardonnay,Vignerons des Terres Secrètes
France,89,15,Burgundy,Mâcon La Roche Vineuse,,Chardonnay,Vignerons des Terres Secrètes
Germany,89,28,Mosel,,,Riesling,Weingut Albert Gessinger
US,89,42,California,Sonoma Mountain,Sonoma,Pinot Noir,WillowBrook Cellars
Chile,89,36,Casablanca Valley,,,Pinot Noir,Kingston Family
France,89,24,Burgundy,Chablis,,Chardonnay,La Chablisienne
US,89,41,California,Paso Robles,Central Coast,Petite Sirah,Le Vigne
France,89,45,Champagne,Champagne,,Champagne Blend,Liebart-Régnier
US,89,13,Washington,Yakima Valley,Columbia Valley,Syrah,Lone Birch
US,89,100,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Mercer
US,89,36,Washington,Ancient Lakes,Columbia Valley,Pinot Noir,Palencia
US,89,30,Oregon,Applegate Valley,Southern Oregon,Mourvèdre,Plaisance Ranch
Italy,89,31,Southern Italy,Aglianico del Vulture,,Aglianico,Donato D'Angelo
US,89,20,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Emerson
Spain,89,26,Galicia,Rías Baixas,,Albariño,Fillaboa
France,89,50,Champagne,Champagne,,Pinot Meunier,Gérard Loriot
Germany,89,19,Germany,,,Riesling,J. Bäumer
US,89,39,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,J. Christopher
Australia,89,13,South Australia,Barossa,,Riesling,Yalumba
Chile,89,21,Curicó Valley,,,Merlot,Aresti
US,89,22,California,Central Coast,,Sauvignon Blanc,Brander
US,89,60,California,Russian River Valley,Sonoma,Pinot Noir,Chalk Hill
US,82,18,Washington,Columbia Valley (WA),Columbia Valley,Orange Muscat,Locati Cellars
US,82,30,California,Paso Robles,Central Coast,Red Blend,San Marcos Creek
Spain,82,8,Spain Other,Spain,,Verdejo,Vicente Gandia
US,82,10,California,Napa County,Napa,Meritage,Cameron Hughes
Uruguay,82,12,Juanico,,,Tannat,Familia Deicas
Uruguay,82,20,San Jose,,,Cabernet Franc,Castillo Viejo
Spain,82,26,Northern Spain,Empordà,,Red Blend,Celler Arché Pagès
US,82,10,California,California,California Other,Chardonnay,McManis
Brazil,82,10,Serra Gaúcha,,,Bordeaux-style Red Blend,Aurora Cellars
Peru,82,10,Ica,,,White Blend,Tacama
US,82,20,California,Dry Creek Valley,Sonoma,Chardonnay,Truett Hurst
US,82,7,California,California,California Other,Pinot Grigio,Backhouse
US,82,16,California,Carneros,Napa-Sonoma,Chardonnay,Benziger
Spain,81,14,Northern Spain,Rioja,,Viura,Bodegas y Viñedos Noe
Peru,81,10,Ica,,,Red Blend,Tacama
Spain,81,45,Northern Spain,Empordà,,Bordeaux-style Red Blend,Oliver Conti
Brazil,81,36,Vale dos Vinhedos,,,Cabernet Sauvignon,Casa Valduga
US,81,27,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Greedy
US,81,12,California,California,California Other,Cabernet Sauvignon,Morro Bay
Spain,81,75,Northern Spain,Rioja,,Tempranillo Blend,DSG Vineyards
US,81,20,California,Paso Robles,Central Coast,Petite Sirah,Jettlynn
Brazil,80,20,Vale dos Vinhedos,,,Chardonnay,Lidio Carraro
Italy,90,32,Northeastern Italy,Isonzo del Friuli,,Pinot Grigio,Borgo San Daniele
France,90,24,Alsace,Alsace,,Gewürztraminer,Cave de Ribeauvillé
US,90,25,California,Red Hills Lake County,,Malbec,Chacewater
US,90,40,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Chehalem
Portugal,90,13,Lisboa,,,Alvarinho,DFJ Vinhos
Georgia,90,15,Kakheti,,,Saperavi,Dilao
France,90,25,Alsace,Alsace,,Gewürztraminer,Domaine G. Metz
Portugal,90,24,Dão,,,Alfrocheiro,Quinta das Marias
Portugal,90,15,Minho,,,Portuguese White,Quinta de Soalheiro
US,90,24,Oregon,Umpqua Valley,Southern Oregon,Grüner Veltliner,Reustle
France,90,15,Alsace,Alsace,,Pinot Gris,Ruhlmann
US,90,50,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Seufert
US,90,20,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Soos Creek
US,90,30,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Stoller
US,90,25,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Stoller
US,90,50,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Swiftwater Cellars
Georgia,90,20,Georgia,,,Red Blend,Teliani Valley
US,90,35,California,Amador County,Sierra Foothills,Red Blend,Terra d'Oro
US,90,24,California,Central Coast,Central Coast,Chardonnay,Treana
US,90,36,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Trisaetum
Chile,90,25,Peumo,,,Carmenère,Valdivieso
Spain,90,27,Catalonia,Priorat,,Red Blend,Vall Llach
Turkey,90,27,Ankara,,,Kalecik Karasi,Vinkara
Germany,90,30,Mosel,,,Pinot Noir,Von Schleinitz
Germany,90,15,Rheinhessen,,,Riesling,Weingut Georg Albrecht Schneider
US,90,65,California,Russian River Valley,Sonoma,Chardonnay,Williams Selyem
Portugal,90,18,Península de Setúbal,,,Castelão,Wines & Winemakers
France,90,18,Alsace,Alsace,,Riesling,Wolfberger
France,90,28,Alsace,Alsace,,Pinot Gris,Jean-Baptiste Adam
France,90,25,Alsace,Alsace,,Gewürztraminer,Jean-Baptiste Adam
US,91,39,California,South Coast,,Cabernet Sauvignon,Colcanyon
Israel,91,20,Galilee,,,Cabernet Sauvignon,Dalton
US,91,46,California,Malibu Coast,South Coast,Bordeaux-style Red Blend,Dolin
Israel,91,65,Galilee,,,Syrah,Domaine Netofa
Germany,91,20,Rheingau,,,Riesling,Domdechant Werner
Germany,91,28,Mosel,,,Riesling,Dr. Loosen
US,91,45,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Dragonette
US,91,62,California,Green Valley,Sonoma,Pinot Noir,Dutton-Goldfield
Italy,91,28,Northeastern Italy,Alto Adige,,Sauvignon,Elena Walch
US,91,65,California,Paso Robles,Central Coast,Rhône-style Red Blend,Epoch Estate Wines
US,91,52,California,Russian River Valley,Sonoma,Pinot Noir,Eric Kent
US,91,35,Washington,Walla Walla Valley (WA),Columbia Valley,Viognier,Eternal
US,91,64,California,Oakville,Napa,Cabernet Sauvignon,Groth
US,91,20,California,Lodi,Central Valley,Zinfandel,Hilt & Blade
US,91,65,California,Napa Valley,Napa,Cabernet Sauvignon,Janzen
US,91,30,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,McGregor
US,91,48,California,Paso Robles,Central Coast,Red Blend,Midnight
Israel,91,45,Judean Hills,,,Red Blend,Montefiore
Portugal,91,18,Lisboa,,,Portuguese Red,Quinta de Chocapalha
Portugal,91,60,Douro,,,Touriga Nacional,Quinta do Vallado
France,91,35,Rhône Valley,Gigondas,,Rhône-style Red Blend,Sélection Laurence Féraud
US,91,65,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Sbragia
Israel,91,40,Judean Hills,,,Merlot,Shiloh Winery
Italy,91,40,Northeastern Italy,Alto Adige,,Sauvignon,St. Pauls
Italy,91,80,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta Buon Tempo
Israel,91,70,Shomron,,,Cabernet Franc,Teperberg
Italy,91,70,Northeastern Italy,Alto Adige,,Lagrein,Terlan
US,91,90,California,Adelaida District,Central Coast,Cabernet Sauvignon,The Farm Winery
South Africa,91,25,Stellenbosch,,,Chardonnay,Thelema
Italy,91,40,Northeastern Italy,Alto Adige,,Müller-Thurgau,Tiefenbrunner
Chile,87,12,Casablanca Valley,,,Sauvignon Blanc,Peñalolen
Italy,87,22,Sicily & Sardinia,Cerasuolo di Vittoria,,Red Blend,Planeta
US,87,11,New York,North Fork of Long Island,Long Island,Bordeaux-style Red Blend,Raphael
US,87,16,New York,Finger Lakes,Finger Lakes,Riesling,Red Tail Ridge
Argentina,87,32,Mendoza Province,Mendoza,,Cabernet Sauvignon,Riglos
Chile,87,10,Leyda Valley,,,Sauvignon Blanc,Santa Carolina
US,87,49,California,Napa Valley,Napa,Bordeaux-style Red Blend,Ahnfeldt
US,87,34,California,Dry Creek Valley,Sonoma,Zinfandel,Alderbrook
Argentina,87,13,Mendoza Province,Mendoza,,Bonarda,Argento
US,87,15,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Boomtown
US,87,34,California,Paso Robles,Central Coast,G-S-M,Calcareous
France,87,15,Languedoc-Roussillon,Vin de Pays d'Oc,,Rhône-style Red Blend,Les Vignerons de la Méditerranée
